date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
12/31,0050,凱基-台北,9268,8674,1026,7648,12.53,1,buy
12/31,0050,元大證券,9800,7593,14577,-6984,11.44,1,sell
12/31,0050,國泰證券,8880,1112,15,1097,1.8,2,buy
12/31,0050,中國信託,6160,614,2865,-2251,3.69,2,sell
12/31,0050,永豐金證券,0039004100300030,1893,1121,772,1.26,3,buy
12/31,0050,群益金鼎,9100,93,1209,-1116,1.83,3,sell
12/31,0050,元大-館前,003900380034004b,926,288,638,1.04,4,buy
12/31,0050,合庫證券,1020,58,1021,-963,1.58,4,sell
12/31,0050,國泰-敦南,8888,2711,2137,574,0.94,5,buy
12/31,0050,兆豐證券,7000,16,608,-592,0.97,5,sell
12/31,0050,元大-高雄,003900380031006d,611,58,553,0.91,6,buy
12/31,0050,富邦證券,9600,1529,1881,-352,0.58,6,sell
12/31,0050,宏遠證券,1260,435,16,419,0.69,7,buy
12/31,0050,統一,5850,30,349,-319,0.52,7,sell
12/31,0050,凱基,9200,289,40,249,0.41,8,buy
12/31,0050,永全-八德,6452,4,301,-297,0.49,8,sell
12/31,0050,永豐金-忠孝,0039004100390044,201,39,162,0.27,9,buy
12/31,0050,永豐金-中和,0039004100390042,76,297,-221,0.36,9,sell
12/31,0050,元富-板橋,0035003900320062,191,34,157,0.26,10,buy
12/31,0050,富邦-彰化,0039003600350055,17,229,-212,0.35,10,sell
12/31,0050,台新-台南,8159,187,38,149,0.24,11,buy
12/31,0050,兆豐-桃園,003700300030004d,26,238,-212,0.35,11,sell
12/31,0050,群益金鼎-士林,9137,153,6,147,0.24,12,buy
12/31,0050,元富,5920,32,228,-196,0.32,12,sell
12/31,0050,中國信託-高雄,003600310036004b,198,55,143,0.23,13,buy
12/31,0050,大昌-新竹,6463,58,227,-169,0.28,13,sell
12/31,0050,國票-台東,7791,134,0,134,0.22,14,buy
12/31,0050,富邦-新竹,9647,139,298,-159,0.26,14,sell
12/31,0050,國泰-高雄,8881,272,140,132,0.22,15,buy
12/31,0050,兆豐-景美,7009,11,168,-157,0.26,15,sell
12/31,0051,元大證券,9800,52,0,52,58.43,1,buy
12/31,0051,元富,5920,11,34,-23,25.84,1,sell
12/31,0051,中國信託,6160,7,4,3,3.37,2,buy
12/31,0051,中國信託-新竹,6165,0,6,-6,6.74,2,sell
12/31,0051,國泰證券,8880,1,0,1,1.12,3,buy
12/31,0051,永豐金證券,0039004100300030,3,8,-5,5.62,3,sell
12/31,0051,中國信託-永康,6163,1,0,1,1.12,4,buy
12/31,0051,國泰-敦南,8888,0,4,-4,4.49,4,sell
12/31,0051,元富-佳里,0035003900320077,1,0,1,1.12,5,buy
12/31,0051,元大-松山,0039003800310070,0,3,-3,3.37,5,sell
12/31,0051,兆豐-竹北,7007,1,0,1,1.12,6,buy
12/31,0051,群益金鼎-天母,0039003100380050,1,4,-3,3.37,6,sell
12/31,0051,元大-大益,9814,1,0,1,1.12,7,buy
12/31,0051,玉山證券,8840,0,3,-3,3.37,7,sell
12/31,0051,國泰-台中,8882,3,2,1,1.12,8,buy
12/31,0051,元大-林園,003900380031004b,0,2,-2,2.25,8,sell
12/31,0051,富邦證券,9600,1,1,0,0.0,9,buy
12/31,0051,國泰-忠孝,8887,0,2,-2,2.25,9,sell
12/31,0051,康和-永和,0038003400350042,0,0,0,0.0,10,buy
12/31,0051,元大-西屯,0039003800300077,0,2,-2,2.25,10,sell
12/31,0051,永豐金-桃盛,003900410039004e,0,0,0,0.0,11,buy
12/31,0051,玉山-台中,0038003800340042,0,1,-1,1.12,11,sell
12/31,0051,臺銀,1040,0,0,0,0.0,12,buy
12/31,0051,合庫證券,1020,0,1,-1,1.12,12,sell
12/31,0051,群益金鼎-桃園,9189,0,0,0,0.0,13,buy
12/31,0051,新光-台中,8561,0,1,-1,1.12,13,sell
12/31,0051,凱基,9200,0,0,0,0.0,14,buy
12/31,0051,玉山-板橋,8846,0,1,-1,1.12,14,sell
12/31,0051,康和-板橋,0038003400350044,0,0,0,0.0,15,buy
12/31,0051,國泰-桃園,8885,0,1,-1,1.12,15,sell
12/31,0052,元富,5920,4093,1211,2882,9.71,1,buy
12/31,0052,元大證券,9800,2682,5340,-2658,8.96,1,sell
12/31,0052,凱基-台北,9268,5764,3019,2745,9.25,2,buy
12/31,0052,國泰-敦南,8888,641,1062,-421,1.42,2,sell
12/31,0052,群益金鼎,9100,775,362,413,1.39,3,buy
12/31,0052,兆豐-景美,7009,5,300,-295,0.99,3,sell
12/31,0052,統一,5850,365,15,350,1.18,4,buy
12/31,0052,第一金-新竹,0035003300380042,30,309,-279,0.94,4,sell
12/31,0052,中國信託,6160,568,224,344,1.16,5,buy
12/31,0052,群益金鼎-東門,0039003100380044,66,286,-220,0.74,5,sell
12/31,0052,富邦-台南,9667,212,57,155,0.52,6,buy
12/31,0052,大和國泰,8890,0,210,-210,0.71,6,sell
12/31,0052,永豐金-羅東,0039004100390041,166,14,152,0.51,7,buy
12/31,0052,富邦-苗栗,9657,8,207,-199,0.67,7,sell
12/31,0052,群益金鼎-敦南,9101,110,2,108,0.36,8,buy
12/31,0052,元大-台中中港,0039003800390042,24,161,-137,0.46,8,sell
12/31,0052,永豐金-台中,003900410039004c,173,79,94,0.32,9,buy
12/31,0052,元大-桃園,0039003800380042,14,143,-129,0.43,9,sell
12/31,0052,元大-台南,9896,104,11,93,0.31,10,buy
12/31,0052,富邦-樹林,0039003600320045,14,136,-122,0.41,10,sell
12/31,0052,富邦-敦南,9663,110,24,86,0.29,11,buy
12/31,0052,富邦-二林,0039003600320042,8,129,-121,0.41,11,sell
12/31,0052,新加坡商瑞銀,1650,74,0,74,0.25,12,buy
12/31,0052,富邦-仁愛,9676,46,165,-119,0.4,12,sell
12/31,0052,宏遠-民生,1261,103,30,73,0.25,13,buy
12/31,0052,富邦-板橋,9655,58,174,-116,0.39,13,sell
12/31,0052,致和證券,7030,73,0,73,0.25,14,buy
12/31,0052,合庫-西台中,0031003000320046,14,130,-116,0.39,14,sell
12/31,0052,元大-土城學府,9822,78,6,72,0.24,15,buy
12/31,0052,新光-台中,8561,46,156,-110,0.37,15,sell
12/31,0053,元大證券,9800,4,0,4,21.05,1,buy
12/31,0053,群益金鼎-天母,0039003100380050,1,7,-6,31.58,1,sell
12/31,0053,國泰-館前,0038003800380041,2,0,2,10.53,2,buy
12/31,0053,新光-台中,8561,3,4,-1,5.26,2,sell
12/31,0053,元大-新盛,9869,1,0,1,5.26,3,buy
12/31,0053,凱基-信義,9216,0,1,-1,5.26,3,sell
12/31,0053,元大-新莊,9898,1,0,1,5.26,4,buy
12/31,0053,群益金鼎-屏東,0039003100330048,2,2,0,0.0,4,sell
12/31,0053,元大-中壢,9834,0,0,0,0.0,5,buy
12/31,0053,元大-中和,0039003800390065,0,0,0,0.0,5,sell
12/31,0053,國泰證券,8880,1,1,0,0.0,6,buy
12/31,0053,永豐金-敦北,0039004100380039,0,0,0,0.0,6,sell
