date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
1/16,0050,國泰-敦南,8888,4593,1381,3212,3.3,1,buy
1/16,0050,元大證券,9800,15433,30712,-15279,15.68,1,sell
1/16,0050,國泰證券,8880,2650,131,2519,2.58,2,buy
1/16,0050,永豐金證券,0039004100300030,2971,14367,-11396,11.69,2,sell
1/16,0050,香港上海匯豐,8960,1492,0,1492,1.53,3,buy
1/16,0050,凱基-台北,9268,2436,12302,-9866,10.12,3,sell
1/16,0050,台新證券,8150,1370,244,1126,1.16,4,buy
1/16,0050,中國信託,6160,936,6410,-5474,5.62,4,sell
1/16,0050,元富-城東,0035003900320072,1116,61,1055,1.08,5,buy
1/16,0050,富邦證券,9600,1313,6327,-5014,5.14,5,sell
1/16,0050,凱基,9200,758,10,748,0.77,6,buy
1/16,0050,統一,5850,145,1577,-1432,1.47,6,sell
1/16,0050,華南永昌,9300,610,56,554,0.57,7,buy
1/16,0050,新加坡商瑞銀,1650,0,639,-639,0.66,7,sell
1/16,0050,元大-館前,003900380034004b,562,10,552,0.57,8,buy
1/16,0050,法銀巴黎,8900,0,473,-473,0.49,8,sell
1/16,0050,合庫證券,1020,489,25,464,0.48,9,buy
1/16,0050,華南永昌-高雄,9303,96,426,-330,0.34,9,sell
1/16,0050,摩根大通,8440,450,0,450,0.46,10,buy
1/16,0050,永豐金-松山,0039004100390031,62,349,-287,0.29,10,sell
1/16,0050,國泰-館前,0038003800380041,549,122,427,0.44,11,buy
1/16,0050,臺銀,1040,1141,1410,-269,0.28,11,sell
1/16,0050,新光-高雄,8562,475,51,424,0.44,12,buy
1/16,0050,元富,5920,624,803,-179,0.18,12,sell
1/16,0050,國泰-板橋,003800380038004b,679,272,407,0.42,13,buy
1/16,0050,永全-八德,6452,5,122,-117,0.12,13,sell
1/16,0050,新光,8560,762,367,395,0.41,14,buy
1/16,0050,永豐金-天母,0039004100390047,134,246,-112,0.11,14,sell
1/16,0050,玉山證券,8840,486,92,394,0.4,15,buy
1/16,0050,中國信託-文心,6164,267,370,-103,0.11,15,sell
1/16,0051,元大-博愛,0039003800320042,4,0,4,9.52,1,buy
1/16,0051,元大證券,9800,3,13,-10,23.81,1,sell
1/16,0051,國泰證券,8880,4,0,4,9.52,2,buy
1/16,0051,元大-天母,0039003800310049,0,4,-4,9.52,2,sell
1/16,0051,玉山-台南,8847,3,0,3,7.14,3,buy
