date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
1/15,0050,凱基-台北,9268,4883,1763,3120,3.61,1,buy
1/15,0050,中國信託,6160,1702,13905,-12203,14.14,1,sell
1/15,0050,華南永昌,9300,2857,77,2780,3.22,2,buy
1/15,0050,元大證券,9800,16592,27656,-11064,12.82,2,sell
1/15,0050,國泰-敦南,8888,4047,1820,2227,2.58,3,buy
1/15,0050,富邦證券,9600,375,4732,-4357,5.05,3,sell
1/15,0050,國泰證券,8880,1491,276,1215,1.41,4,buy
1/15,0050,宏遠證券,1260,18,2810,-2792,3.23,4,sell
1/15,0050,凱基,9200,1109,0,1109,1.28,5,buy
1/15,0050,永豐金證券,0039004100300030,2513,4358,-1845,2.14,5,sell
1/15,0050,元富,5920,1219,223,996,1.15,6,buy
1/15,0050,統一,5850,111,1014,-903,1.05,6,sell
1/15,0050,台新證券,8150,1177,391,786,0.91,7,buy
1/15,0050,元大-基隆孝二,003900380036004b,69,826,-757,0.88,7,sell
1/15,0050,康和,8450,549,3,546,0.63,8,buy
1/15,0050,摩根大通,8440,0,510,-510,0.59,8,sell
1/15,0050,群益金鼎,9100,517,21,496,0.57,9,buy
1/15,0050,元富-城東,0035003900320072,70,540,-470,0.54,9,sell
1/15,0050,元大-高雄,003900380031006d,456,41,415,0.48,10,buy
1/15,0050,法銀巴黎,8900,0,455,-455,0.53,10,sell
1/15,0050,國泰-板橋,003800380038004b,607,195,412,0.48,11,buy
1/15,0050,台灣摩根士丹利,1470,0,250,-250,0.29,11,sell
1/15,0050,國泰-台中,8882,630,299,331,0.38,12,buy
1/15,0050,元大-敦化,9833,31,225,-194,0.22,12,sell
1/15,0050,新光,8560,700,383,317,0.37,13,buy
1/15,0050,兆豐-桃園,003700300030004d,44,208,-164,0.19,13,sell
1/15,0050,元大-屏南,0039003800310072,268,12,256,0.3,14,buy
1/15,0050,台中銀-豐原,0036003100310041,23,187,-164,0.19,14,sell
1/15,0050,玉山證券,8840,444,196,248,0.29,15,buy
1/15,0050,元大-上新莊,0039003800330047,46,208,-162,0.19,15,sell
1/15,0051,台新證券,8150,7,0,7,10.77,1,buy
1/15,0051,元大-土城,9897,0,7,-7,10.77,1,sell
1/15,0051,國泰-敦南,8888,9,3,6,9.23,2,buy
1/15,0051,元富,5920,0,3,-3,4.62,2,sell
1/15,0051,凱基-市政,9239,2,0,2,3.08,3,buy
1/15,0051,中國信託-忠孝,6162,0,3,-3,4.62,3,sell
1/15,0051,元大-忠孝,9871,2,0,2,3.08,4,buy
1/15,0051,元大-屏東民生,0039003800310068,0,3,-3,4.62,4,sell
1/15,0051,凱基-台北,9268,3,1,2,3.08,5,buy
1/15,0051,元大-竹北,0039003800310042,0,2,-2,3.08,5,sell
1/15,0051,元大證券,9800,14,12,2,3.08,6,buy
1/15,0051,合庫-西台中,0031003000320046,0,2,-2,3.08,6,sell
1/15,0051,國泰-新莊,8886,1,0,1,1.54,7,buy
1/15,0051,凱基-湖口,003900320030004e,0,2,-2,3.08,7,sell
1/15,0051,玉山證券,8840,2,1,1,1.54,8,buy
1/15,0051,元大-台南,9896,0,2,-2,3.08,8,sell
1/15,0051,國泰-館前,0038003800380041,1,0,1,1.54,9,buy
1/15,0051,國泰-台南,8884,0,1,-1,1.54,9,sell
1/15,0051,富邦-竹科,0039003600320043,1,0,1,1.54,10,buy
1/15,0051,(牛牛牛)亞-鑫豐,0036003000310064,0,1,-1,1.54,10,sell
1/15,0051,元富-松德,0035003900320061,1,0,1,1.54,11,buy
1/15,0051,玉山-景美,8849,0,1,-1,1.54,11,sell
1/15,0051,台新-高雄,0038003100350041,1,0,1,1.54,12,buy
1/15,0051,國泰-忠孝,8887,0,1,-1,1.54,12,sell
1/15,0051,群益金鼎-天母,0039003100380050,1,0,1,1.54,13,buy
1/15,0051,元大-松江,9801,0,1,-1,1.54,13,sell
1/15,0051,凱基-松山,9217,1,0,1,1.54,14,buy
1/15,0051,元大-萬華,0039003800310071,0,1,-1,1.54,14,sell
1/15,0051,富邦-南京,0039003600310043,1,0,1,1.54,15,buy
1/15,0051,元大-永和,9891,0,1,-1,1.54,15,sell
