date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
1/08,0050,國泰-敦南,8888,7258,2340,4918,4.02,1,buy
1/08,0050,凱基-台北,9268,992,16295,-15303,12.52,1,sell
1/08,0050,玉山證券,8840,2234,717,1517,1.24,2,buy
1/08,0050,永豐金證券,0039004100300030,2587,16877,-14290,11.69,2,sell
1/08,0050,國泰證券,8880,1330,2,1328,1.09,3,buy
1/08,0050,元大證券,9800,9759,19137,-9378,7.67,3,sell
1/08,0050,元富-城東,0035003900320072,1206,27,1179,0.96,4,buy
1/08,0050,中國信託,6160,4043,11235,-7192,5.88,4,sell
1/08,0050,華南永昌,9300,1707,530,1177,0.96,5,buy
1/08,0050,富邦證券,9600,702,6495,-5793,4.74,5,sell
1/08,0050,台新證券,8150,1590,794,796,0.65,6,buy
1/08,0050,法銀巴黎,8900,0,5042,-5042,4.12,6,sell
1/08,0050,國泰-桃園,8885,992,229,763,0.62,7,buy
1/08,0050,摩根大通,8440,0,1723,-1723,1.41,7,sell
1/08,0050,新光,8560,1236,509,727,0.59,8,buy
1/08,0050,新加坡商瑞銀,1650,2336,3723,-1387,1.13,8,sell
1/08,0050,國泰-台中,8882,1142,467,675,0.55,9,buy
1/08,0050,元大-館前,003900380034004b,117,750,-633,0.52,9,sell
1/08,0050,國泰-館前,0038003800380041,824,180,644,0.53,10,buy
1/08,0050,元大-大甲,0039003800390055,116,555,-439,0.36,10,sell
1/08,0050,統一,5850,1079,585,494,0.4,11,buy
1/08,0050,元富-虎尾,003500390032004e,41,441,-400,0.33,11,sell
1/08,0050,國泰-板橋,003800380038004b,974,483,491,0.4,12,buy
1/08,0050,國票-安和,003700370039005a,52,402,-350,0.29,12,sell
1/08,0050,台新-高雄,0038003100350041,606,126,480,0.39,13,buy
1/08,0050,第一金-員林,5381,72,391,-319,0.26,13,sell
1/08,0050,富邦-仁愛,9676,587,178,409,0.33,14,buy
1/08,0050,元大-大天母,9893,85,363,-278,0.23,14,sell
1/08,0050,群益金鼎,9100,410,12,398,0.33,15,buy
1/08,0050,亞東-高雄,2186,13,247,-234,0.19,15,sell
1/08,0051,永豐金證券,0039004100300030,32,0,32,29.36,1,buy
1/08,0051,元大證券,9800,19,58,-39,35.78,1,sell
1/08,0051,第一金-高雄,5383,15,0,15,13.76,2,buy
1/08,0051,第一金-自由,0035003300380045,0,7,-7,6.42,2,sell
1/08,0051,元大-佳里,0039003800310065,4,0,4,3.67,3,buy
1/08,0051,玉山-嘉義,8848,0,4,-4,3.67,3,sell
1/08,0051,美好-富順,003500320036004b,3,0,3,2.75,4,buy
1/08,0051,玉山-景美,8849,0,2,-2,1.83,4,sell
1/08,0051,元大-成功,003900380039004c,3,0,3,2.75,5,buy
1/08,0051,新光-新竹,8563,0,2,-2,1.83,5,sell
1/08,0051,元富-信義,0035003900320048,2,0,2,1.83,6,buy
1/08,0051,凱基-三多,9275,0,2,-2,1.83,6,sell
1/08,0051,國泰證券,8880,1,0,1,0.92,7,buy
1/08,0051,元大-台南,9896,0,2,-2,1.83,7,sell
1/08,0051,新光-台中,8561,1,0,1,0.92,8,buy
1/08,0051,國泰-台中,8882,4,6,-2,1.83,8,sell
1/08,0051,玉山-信義,0038003800340043,1,0,1,0.92,9,buy
1/08,0051,國泰-敦南,8888,6,8,-2,1.83,9,sell
1/08,0051,臺銀-臺南,1042,1,0,1,0.92,10,buy
1/08,0051,玉山-台中,0038003800340042,0,1,-1,0.92,10,sell
1/08,0051,新光,8560,1,0,1,0.92,11,buy
1/08,0051,元大-福營,0039003800310046,0,1,-1,0.92,11,sell
1/08,0051,玉山-數位,003800380034004d,1,0,1,0.92,12,buy
1/08,0051,康和-石牌,0038003400350052,0,1,-1,0.92,12,sell
1/08,0051,國泰-忠孝,8887,1,0,1,0.92,13,buy
1/08,0051,群益金鼎-台中,9184,0,1,-1,0.92,13,sell
1/08,0051,凱基-信義,9216,1,0,1,0.92,14,buy
1/08,0051,富邦-仁愛,9676,0,1,-1,0.92,14,sell
1/08,0051,元大-桃園,0039003800380042,1,0,1,0.92,15,buy
1/08,0051,元大-金華,9878,0,1,-1,0.92,15,sell
1/08,0052,永豐金證券,0039004100300030,4368,1582,2786,3.85,1,buy
1/08,0052,元大證券,9800,2770,21763,-18993,26.28,1,sell
1/08,0052,國泰-敦南,8888,3485,1597,1888,2.61,2,buy
1/08,0052,富邦證券,9600,132,4778,-4646,6.43,2,sell
1/08,0052,凱基,9200,860,244,616,0.85,3,buy
1/08,0052,凱基-台北,9268,662,3696,-3034,4.2,3,sell
1/08,0052,台新證券,8150,923,368,555,0.77,4,buy
1/08,0052,元富,5920,562,3582,-3020,4.18,4,sell
1/08,0052,新光,8560,793,257,536,0.74,5,buy
1/08,0052,凱基-城中,9227,22,2502,-2480,3.43,5,sell
1/08,0052,國泰-台中,8882,627,141,486,0.67,6,buy
1/08,0052,群益金鼎,9100,118,2243,-2125,2.94,6,sell
1/08,0052,國票-台中,0037003700390076,404,1,403,0.56,7,buy
1/08,0052,富邦-永和,9654,174,1837,-1663,2.3,7,sell
1/08,0052,台新-台南,8159,431,30,401,0.55,8,buy
1/08,0052,美商高盛,1480,0,1601,-1601,2.21,8,sell
1/08,0052,國泰-桃園,8885,460,106,354,0.49,9,buy
1/08,0052,中國信託,6160,358,773,-415,0.57,9,sell
1/08,0052,國泰-板橋,003800380038004b,640,318,322,0.45,10,buy
1/08,0052,合庫證券,1020,58,315,-257,0.36,10,sell
1/08,0052,台新-高雄,0038003100350041,395,75,320,0.44,11,buy
1/08,0052,統一-永和,0035003800350042,5,259,-254,0.35,11,sell
1/08,0052,富邦-陽明,9604,402,105,297,0.41,12,buy
1/08,0052,元大-板橋,0039003800390043,66,307,-241,0.33,12,sell
1/08,0052,永豐金-市政,0039004100390057,287,22,265,0.37,13,buy
1/08,0052,群益金鼎-瑞豐,0039003100380075,92,311,-219,0.3,13,sell
1/08,0052,元富-安南,003500390032005a,276,15,261,0.36,14,buy
1/08,0052,凱基-台南,9211,90,296,-206,0.28,14,sell
1/08,0052,群益金鼎-敦南,9101,255,12,243,0.34,15,buy
1/08,0052,富邦-桃園,9665,218,401,-183,0.25,15,sell
1/08,0053,元大證券,9800,10,2,8,30.77,1,buy
1/08,0053,元大-天母,0039003800310049,0,10,-10,38.46,1,sell
1/08,0053,統一-東湖,0035003800350052,1,0,1,3.85,2,buy
1/08,0053,元大-鑫永和,9888,0,3,-3,11.54,2,sell
1/08,0053,群益金鼎-天母,0039003100380050,1,0,1,3.85,3,buy
1/08,0053,元大-南投,0039003800310044,0,0,0,0.0,3,sell
1/08,0053,凱基-信義,9216,1,0,1,3.85,4,buy
1/08,0053,國泰-館前,0038003800380041,0,0,0,0.0,4,sell
1/08,0053,元大-新盛,9869,1,0,1,3.85,5,buy
1/08,0053,群益金鼎-屏東,0039003100330048,1,1,0,0.0,5,sell
1/08,0053,中國信託,6160,1,0,1,3.85,6,buy
1/08,0053,凱基-新豐,9266,0,0,0,0.0,6,sell
1/08,0053,元大-草屯,0039003800390045,0,0,0,0.0,7,buy
1/08,0053,富邦-台北,9623,0,0,0,0.0,7,sell
1/08,0053,元大-小港,003900380039005a,0,0,0,0.0,8,buy
1/08,0053,華南永昌-淡水,9316,0,0,0,0.0,8,sell
1/08,0053,國泰證券,8880,1,1,0,0.0,9,buy
1/08,0053,凱基-和平,9255,0,0,0,0.0,9,sell
1/08,0053,國泰-台南,8884,0,0,0,0.0,10,buy
1/08,0053,永豐金-新莊,0039004100390048,0,0,0,0.0,10,sell
1/08,0053,永豐金證券,0039004100300030,0,0,0,0.0,11,buy
1/08,0053,統一-嘉義,5858,0,0,0,0.0,11,sell
1/08,0053,玉山-台中,0038003800340042,0,0,0,0.0,12,buy
1/08,0053,富邦-新板,0039003600310048,0,0,0,0.0,12,sell
1/08,0053,凱基-竹科,9272,0,0,0,0.0,13,buy
1/08,0053,富邦-仁愛,9676,0,0,0,0.0,13,sell
1/08,0053,聯邦-大業,8586,0,0,0,0.0,14,buy
1/08,0053,元大-府城,0039003800300075,0,0,0,0.0,14,sell
