date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
1/14,0050,華南永昌,9300,4374,277,4097,3.96,1,buy
1/14,0050,元大證券,9800,19210,36085,-16875,16.29,1,sell
1/14,0050,國泰證券,8880,3390,153,3237,3.13,2,buy
1/14,0050,香港上海匯豐,8960,0,2376,-2376,2.29,2,sell
1/14,0050,凱基,9200,2694,707,1987,1.92,3,buy
1/14,0050,永豐金證券,0039004100300030,2842,4680,-1838,1.77,3,sell
1/14,0050,國泰-敦南,8888,4498,2708,1790,1.73,4,buy
1/14,0050,法銀巴黎,8900,0,1587,-1587,1.53,4,sell
1/14,0050,臺銀,1040,1320,155,1165,1.12,5,buy
1/14,0050,中國信託,6160,2368,3484,-1116,1.08,5,sell
1/14,0050,元富,5920,1882,801,1081,1.04,6,buy
1/14,0050,群益金鼎,9100,158,1214,-1056,1.02,6,sell
1/14,0050,元大-館前,003900380034004b,1030,90,940,0.91,7,buy
1/14,0050,摩根大通,8440,0,480,-480,0.46,7,sell
1/14,0050,華南永昌-高雄,9303,658,49,609,0.59,8,buy
1/14,0050,富邦證券,9600,2129,2596,-467,0.45,8,sell
1/14,0050,統一,5850,667,71,596,0.58,9,buy
1/14,0050,凱基-站前,0039003200300046,56,510,-454,0.44,9,sell
1/14,0050,第一金,5380,542,62,480,0.46,10,buy
1/14,0050,富邦-新竹,9647,220,586,-366,0.35,10,sell
1/14,0050,台新證券,8150,1117,674,443,0.43,11,buy
1/14,0050,元大-高雄,003900380031006d,323,638,-315,0.3,11,sell
1/14,0050,國票-和平,003700370039006a,426,11,415,0.4,12,buy
1/14,0050,玉山-桃園,0038003800340046,184,480,-296,0.29,12,sell
1/14,0050,元大-文心興安,9854,491,80,411,0.4,13,buy
1/14,0050,中國信託-中壢,0036003100360041,91,356,-265,0.26,13,sell
1/14,0050,新光,8560,965,561,404,0.39,14,buy
1/14,0050,富邦-台南,9667,97,338,-241,0.23,14,sell
1/14,0050,玉山證券,8840,520,143,377,0.36,15,buy
1/14,0050,元大-內湖,003900380039004e,97,326,-229,0.22,15,sell
1/14,0051,統一-南京,0035003800350055,5,0,5,8.2,1,buy
1/14,0051,元大證券,9800,1,21,-20,32.79,1,sell
1/14,0051,中國信託,6160,6,1,5,8.2,2,buy
1/14,0051,富邦-永和,9654,0,8,-8,13.11,2,sell
1/14,0051,統一,5850,4,0,4,6.56,3,buy
1/14,0051,國泰-台中,8882,4,6,-2,3.28,3,sell
1/14,0051,永豐金-台南,0039004100390068,3,0,3,4.92,4,buy
1/14,0051,元大-台中,9812,0,2,-2,3.28,4,sell
