date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
1/16,0050,元大證券,9800,20672,15313,5359,5.3,1,buy
1/16,0050,中國信託,6160,1603,7685,-6082,6.02,1,sell
1/16,0050,國泰證券,8880,2691,49,2642,2.61,2,buy
1/16,0050,元大-館前,003900380034004b,1035,3558,-2523,2.5,2,sell
1/16,0050,永豐金證券,0039004100300030,3284,1940,1344,1.33,3,buy
1/16,0050,凱基-台北,9268,5457,6792,-1335,1.32,3,sell
1/16,0050,摩根大通,8440,1000,0,1000,0.99,4,buy
1/16,0050,永豐金-新竹,0039004100390037,115,1175,-1060,1.05,4,sell
1/16,0050,台灣摩根士丹利,1470,1000,144,856,0.85,5,buy
1/16,0050,臺銀,1040,189,1166,-977,0.97,5,sell
1/16,0050,凱基,9200,1104,253,851,0.84,6,buy
1/16,0050,土銀,1030,39,453,-414,0.41,6,sell
1/16,0050,新加坡商瑞銀,1650,803,0,803,0.79,7,buy
1/16,0050,合庫證券,1020,92,496,-404,0.4,7,sell
1/16,0050,國泰-敦南,8888,3768,3353,415,0.41,8,buy
1/16,0050,富邦證券,9600,2901,3302,-401,0.4,8,sell
1/16,0050,元大-忠孝鼎富,0039003800320046,413,2,411,0.41,9,buy
1/16,0050,元富,5920,195,587,-392,0.39,9,sell
1/16,0050,元大-忠孝,9871,593,203,390,0.39,10,buy
1/16,0050,兆豐證券,7000,9,313,-304,0.3,10,sell
1/16,0050,群益金鼎-古亭,0039003100380043,378,27,351,0.35,11,buy
1/16,0050,大和國泰,8890,0,292,-292,0.29,11,sell
1/16,0050,元大-永和,9891,358,101,257,0.25,12,buy
1/16,0050,新光-高雄,8562,205,468,-263,0.26,12,sell
1/16,0050,國泰-館前,0038003800380041,619,382,237,0.23,13,buy
1/16,0050,新光,8560,1509,1771,-262,0.26,13,sell
1/16,0050,群益金鼎-東門,0039003100380044,256,22,234,0.23,14,buy
1/16,0050,玉山-嘉義,8848,59,292,-233,0.23,14,sell
1/16,0050,國泰-松江,8883,451,222,229,0.23,15,buy
1/16,0050,國泰-板橋,003800380038004b,591,817,-226,0.22,15,sell
1/16,0051,元大證券,9800,119,4,115,56.65,1,buy
1/16,0051,群益金鼎,9100,0,150,-150,73.89,1,sell
1/16,0051,新光,8560,9,0,9,4.43,2,buy
1/16,0051,元大-天母,0039003800310049,0,7,-7,3.45,2,sell
1/16,0051,元富,5920,8,0,8,3.94,3,buy
1/16,0051,國泰-台中,8882,9,13,-4,1.97,3,sell
1/16,0051,永豐金證券,0039004100300030,6,0,6,2.96,4,buy
1/16,0051,中國信託-忠孝,6162,0,2,-2,0.99,4,sell
1/16,0051,中國信託,6160,5,0,5,2.46,5,buy
1/16,0051,玉山證券,8840,0,2,-2,0.99,5,sell
1/16,0051,國泰證券,8880,4,0,4,1.97,6,buy
1/16,0051,群益金鼎-板橋,0039003100380042,0,2,-2,0.99,6,sell
1/16,0051,臺銀-民權,1043,3,0,3,1.48,7,buy
1/16,0051,凱基-台北,9268,0,2,-2,0.99,7,sell
1/16,0051,臺銀-金山,0031003000340044,3,0,3,1.48,8,buy
1/16,0051,富邦-台東,9608,0,2,-2,0.99,8,sell
1/16,0051,元大-新店中正,0039003800340043,2,0,2,0.99,9,buy
1/16,0051,國泰-敦南,8888,1,2,-1,0.49,9,sell
1/16,0051,國泰-館前,0038003800380041,3,2,1,0.49,10,buy
1/16,0051,玉山-台中,0038003800340042,0,1,-1,0.49,10,sell
1/16,0051,富邦證券,9600,2,1,1,0.49,11,buy
1/16,0051,元大-雙和,9874,0,1,-1,0.49,11,sell
1/16,0051,華南永昌-台中,9302,1,0,1,0.49,12,buy
1/16,0051,宏遠-中和,0031003200360048,0,1,-1,0.49,12,sell
1/16,0051,元富-松德,0035003900320061,1,0,1,0.49,13,buy
1/16,0051,玉山-景美,8849,0,1,-1,0.49,13,sell
1/16,0051,台新證券,8150,1,0,1,0.49,14,buy
1/16,0051,凱基-高雄,9206,0,1,-1,0.49,14,sell
1/16,0051,合庫-自強,0031003000320043,1,0,1,0.49,15,buy
1/16,0051,元大-板橋三民,9879,0,1,-1,0.49,15,sell
1/16,0052,新加坡商瑞銀,1650,3726,370,3356,5.23,1,buy
1/16,0052,元富,5920,612,5326,-4714,7.35,1,sell
1/16,0052,統一,5850,2894,77,2817,4.39,2,buy
1/16,0052,群益金鼎,9100,314,4237,-3923,6.11,2,sell
1/16,0052,元大證券,9800,10080,8723,1357,2.11,3,buy
1/16,0052,凱基,9200,118,3128,-3010,4.69,3,sell
1/16,0052,元大-林森,0039003800330042,667,11,656,1.02,4,buy
1/16,0052,國泰證券,8880,232,2508,-2276,3.55,4,sell
1/16,0052,凱基-台北,9268,2816,2201,615,0.96,5,buy
1/16,0052,凱基-城中,9227,19,1042,-1023,1.59,5,sell
1/16,0052,台新-高雄,0038003100350041,589,121,468,0.73,6,buy
1/16,0052,富邦證券,9600,1608,2530,-922,1.44,6,sell
1/16,0052,國泰-館前,0038003800380041,660,317,343,0.53,7,buy
1/16,0052,台新證券,8150,441,918,-477,0.74,7,sell
1/16,0052,元大-大雅,0039003800330069,434,105,329,0.51,8,buy
1/16,0052,凱基-竹北,9234,66,342,-276,0.43,8,sell
1/16,0052,玉山證券,8840,393,83,310,0.48,9,buy
1/16,0052,富邦-板橋,9655,195,446,-251,0.39,9,sell
1/16,0052,永豐金-中正,0039004100390055,333,48,285,0.44,10,buy
1/16,0052,元大-豐原站前,0039003800390057,32,234,-202,0.31,10,sell
1/16,0052,亞東,2180,249,16,233,0.36,11,buy
1/16,0052,新光-新竹,8563,61,257,-196,0.31,11,sell
1/16,0052,合庫證券,1020,425,223,202,0.31,12,buy
1/16,0052,玉山-台中,0038003800340042,93,279,-186,0.29,12,sell
1/16,0052,新光-高雄,8562,287,88,199,0.31,13,buy
1/16,0052,新百王,6210,15,178,-163,0.25,13,sell
1/16,0052,兆豐-三重,7008,201,5,196,0.31,14,buy
1/16,0052,中國信託-文心,6164,69,214,-145,0.23,14,sell
1/16,0052,元大-新生,0039003800310058,316,123,193,0.3,15,buy
1/16,0052,新光-桃園,8565,151,296,-145,0.23,15,sell
1/16,0053,元大-仁愛,003900380033006a,1,0,1,5.88,1,buy
1/16,0053,群益金鼎-台中,9184,0,2,-2,11.76,1,sell
1/16,0053,群益金鼎-天母,0039003100380050,1,0,1,5.88,2,buy
1/16,0053,元富-同大,0035003900320050,0,1,-1,5.88,2,sell
1/16,0053,華南永昌-高雄,9303,1,0,1,5.88,3,buy
1/16,0053,凱基-台北,9268,0,1,-1,5.88,3,sell
1/16,0053,富邦-斗六,0039003600320047,1,0,1,5.88,4,buy
1/16,0053,富邦-北高雄,0039003600320051,0,1,-1,5.88,4,sell
1/16,0053,中國信託,6160,1,0,1,5.88,5,buy
1/16,0053,元大-中壢,9834,0,1,-1,5.88,5,sell
1/16,0053,國泰證券,8880,1,1,0,0.0,6,buy
1/16,0053,富邦-新店,9661,0,1,-1,5.88,6,sell
1/16,0053,國泰-敦南,8888,1,0,1,5.88,7,buy
1/16,0053,永豐金證券,0039004100300030,0,1,-1,5.88,7,sell
1/16,0053,凱基-竹科,9272,0,0,0,0.0,8,buy
1/16,0053,元大-永和,9891,0,1,-1,5.88,8,sell
1/16,0053,國泰-桃園,8885,0,0,0,0.0,9,buy
1/16,0053,玉山-板橋,8846,0,0,0,0.0,9,sell
1/16,0053,國泰-館前,0038003800380041,1,1,0,0.0,10,buy
1/16,0053,凱基-苗栗,9276,0,0,0,0.0,10,sell
1/16,0053,口袋證券,6620,0,0,0,0.0,11,buy
