date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
1/13,0050,國泰證券,8880,6486,7,6479,7.68,1,buy
1/13,0050,凱基-台北,9268,1994,11364,-9370,11.11,1,sell
1/13,0050,華南永昌,9300,3759,227,3532,4.19,2,buy
1/13,0050,統一,5850,17,7577,-7560,8.96,2,sell
1/13,0050,香港上海匯豐,8960,2482,0,2482,2.94,3,buy
1/13,0050,中國信託,6160,1261,4445,-3184,3.77,3,sell
1/13,0050,元大-館前,003900380034004b,975,48,927,1.1,4,buy
1/13,0050,富邦-永和,9654,217,2136,-1919,2.28,4,sell
1/13,0050,國泰-敦南,8888,2903,2074,829,0.98,5,buy
1/13,0050,花旗環球,1590,0,1777,-1777,2.11,5,sell
1/13,0050,台新證券,8150,1107,504,603,0.71,6,buy
1/13,0050,摩根大通,8440,0,1247,-1247,1.48,6,sell
1/13,0050,元大-南海,0039003800300052,543,8,535,0.63,7,buy
1/13,0050,國票-敦北法人,0037003700390063,18,1050,-1032,1.22,7,sell
1/13,0050,臺銀,1040,516,56,460,0.55,8,buy
1/13,0050,永豐金證券,0039004100300030,766,1680,-914,1.08,8,sell
1/13,0050,國泰-松江,8883,590,203,387,0.46,9,buy
1/13,0050,元大證券,9800,16720,17534,-814,0.97,9,sell
1/13,0050,玉山-台南,8847,336,88,248,0.29,10,buy
1/13,0050,永豐金-中正,0039004100390055,48,747,-699,0.83,10,sell
1/13,0050,永豐金-忠孝,0039004100390044,258,13,245,0.29,11,buy
1/13,0050,宏遠證券,1260,25,611,-586,0.69,11,sell
1/13,0050,國泰-板橋,003800380038004b,523,278,245,0.29,12,buy
1/13,0050,台灣摩根士丹利,1470,23,492,-469,0.56,12,sell
1/13,0050,台新-高雄,0038003100350041,357,115,242,0.29,13,buy
1/13,0050,亞東,2180,37,502,-465,0.55,13,sell
1/13,0050,玉山證券,8840,571,356,215,0.25,14,buy
1/13,0050,兆豐證券,7000,18,301,-283,0.34,14,sell
1/13,0050,永豐金-松山,0039004100390031,225,19,206,0.24,15,buy
1/13,0050,法銀巴黎,8900,0,274,-274,0.32,15,sell
1/13,0051,元大證券,9800,24,10,14,17.07,1,buy
1/13,0051,第一金-高雄,5383,0,15,-15,18.29,1,sell
1/13,0051,合庫-嘉義,1024,8,0,8,9.76,2,buy
1/13,0051,聯邦商銀,8580,0,5,-5,6.1,2,sell
1/13,0051,國泰證券,8880,6,0,6,7.32,3,buy
1/13,0051,元大-新竹經國,9859,0,3,-3,3.66,3,sell
1/13,0051,永豐金-鳳山,0039004100360031,5,0,5,6.1,4,buy
1/13,0051,元大-復北,9872,0,3,-3,3.66,4,sell
1/13,0051,玉山-新竹,0038003800340048,3,0,3,3.66,5,buy
1/13,0051,中國信託-忠孝,6162,0,3,-3,3.66,5,sell
1/13,0051,富邦-永和,9654,3,0,3,3.66,6,buy
1/13,0051,國泰-台中,8882,3,6,-3,3.66,6,sell
1/13,0051,凱基-台北,9268,3,1,2,2.44,7,buy
1/13,0051,永豐金證券,0039004100300030,0,3,-3,3.66,7,sell
1/13,0051,凱基,9200,1,0,1,1.22,8,buy
1/13,0051,元富-草屯,0035003900320058,0,2,-2,2.44,8,sell
1/13,0051,群益金鼎,9100,1,0,1,1.22,9,buy
1/13,0051,兆豐-三民,0037003000300068,0,2,-2,2.44,9,sell
1/13,0051,元富-松德,0035003900320061,1,0,1,1.22,10,buy
1/13,0051,群益金鼎-天母,0039003100380050,0,2,-2,2.44,10,sell
1/13,0051,第一金-彰化,5386,1,0,1,1.22,11,buy
1/13,0051,凱基-湖口,003900320030004e,0,2,-2,2.44,11,sell
1/13,0051,合庫-自強,0031003000320043,1,0,1,1.22,12,buy
1/13,0051,凱基-市政,9239,0,2,-2,2.44,12,sell
1/13,0051,凱基-台中,9204,1,0,1,1.22,13,buy
1/13,0051,富邦-高雄,9659,0,2,-2,2.44,13,sell
1/13,0051,富邦-仁愛,9676,1,0,1,1.22,14,buy
1/13,0051,富邦-台中,003900360035004b,0,2,-2,2.44,14,sell
1/13,0051,富邦-嘉義,9692,1,0,1,1.22,15,buy
1/13,0051,玉山-板橋,8846,0,2,-2,2.44,15,sell
1/13,0052,摩根大通,8440,1353,0,1353,3.57,1,buy
1/13,0052,元富,5920,183,3177,-2994,7.91,1,sell
1/13,0052,國泰-敦南,8888,1700,1018,682,1.8,2,buy
1/13,0052,元大證券,9800,3320,6273,-2953,7.8,2,sell
1/13,0052,凱基-站前,0039003200300046,539,7,532,1.41,3,buy
1/13,0052,富邦證券,9600,143,2222,-2079,5.49,3,sell
1/13,0052,新光,8560,520,225,295,0.78,4,buy
1/13,0052,永豐金證券,0039004100300030,434,2372,-1938,5.12,4,sell
1/13,0052,國泰證券,8880,280,10,270,0.71,5,buy
1/13,0052,凱基-台北,9268,2035,2804,-769,2.03,5,sell
1/13,0052,玉山證券,8840,281,52,229,0.61,6,buy
1/13,0052,台新證券,8150,267,900,-633,1.67,6,sell
1/13,0052,元大-板橋,0039003800390043,268,51,217,0.57,7,buy
1/13,0052,台新-台南,8159,55,559,-504,1.33,7,sell
1/13,0052,統一-屏東,5859,193,0,193,0.51,8,buy
1/13,0052,凱基,9200,395,839,-444,1.17,8,sell
1/13,0052,群益金鼎-海山,9108,190,1,189,0.5,9,buy
1/13,0052,凱基-雙和,0039003200300043,14,375,-361,0.95,9,sell
1/13,0052,國泰-館前,0038003800380041,287,109,178,0.47,10,buy
1/13,0052,群益金鼎,9100,914,1220,-306,0.81,10,sell
1/13,0052,中國信託,6160,228,80,148,0.39,11,buy
