date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
1/02,0050,元大證券,9800,13091,6170,6921,8.53,1,buy
1/02,0050,凱基-台北,9268,2496,7980,-5484,6.76,1,sell
1/02,0050,元富,5920,3237,78,3159,3.89,2,buy
1/02,0050,永豐金證券,0039004100300030,2539,5667,-3128,3.86,2,sell
1/02,0050,國泰證券,8880,2406,23,2383,2.94,3,buy
1/02,0050,法銀巴黎,8900,0,2051,-2051,2.53,3,sell
1/02,0050,中國信託,6160,3433,1913,1520,1.87,4,buy
1/02,0050,富邦證券,9600,1107,2443,-1336,1.65,4,sell
1/02,0050,花旗環球,1590,1500,0,1500,1.85,5,buy
1/02,0050,兆豐證券,7000,10,746,-736,0.91,5,sell
1/02,0050,土銀,1030,1207,27,1180,1.45,6,buy
1/02,0050,國泰-敦南,8888,3075,3589,-514,0.63,6,sell
1/02,0050,統一,5850,1202,103,1099,1.35,7,buy
1/02,0050,群益金鼎,9100,135,578,-443,0.55,7,sell
1/02,0050,臺銀,1040,755,168,587,0.72,8,buy
1/02,0050,元大-館前,003900380034004b,47,474,-427,0.53,8,sell
1/02,0050,元大-彰化民生,003900380039004a,334,29,305,0.38,9,buy
1/02,0050,富邦-三峽,003900360032004a,40,349,-309,0.38,9,sell
1/02,0050,合庫-台中,1021,344,47,297,0.37,10,buy
1/02,0050,新光,8560,880,1180,-300,0.37,10,sell
1/02,0050,臺銀-金山,0031003000340044,326,67,259,0.32,11,buy
1/02,0050,新光-新竹,8563,117,353,-236,0.29,11,sell
1/02,0050,華南永昌,9300,316,62,254,0.31,12,buy
1/02,0050,富邦-員林,9672,28,245,-217,0.27,12,sell
1/02,0050,台新證券,8150,860,633,227,0.28,13,buy
1/02,0050,新光-台中,8561,219,427,-208,0.26,13,sell
1/02,0050,元富-埔里,0035003900320059,231,8,223,0.27,14,buy
1/02,0050,元大-內湖,003900380039004e,96,299,-203,0.25,14,sell
1/02,0050,臺銀-高雄,0031003000340043,387,165,222,0.27,15,buy
1/02,0050,玉山-城中,0038003800340045,78,259,-181,0.22,15,sell
1/02,0051,元大證券,9800,44,0,44,46.32,1,buy
1/02,0051,元大-松山,0039003800310070,0,10,-10,10.53,1,sell
1/02,0051,中國信託,6160,19,0,19,20.0,2,buy
1/02,0051,國泰-敦南,8888,1,10,-9,9.47,2,sell
1/02,0051,新光-新竹,8563,4,0,4,4.21,3,buy
1/02,0051,永豐金證券,0039004100300030,1,9,-8,8.42,3,sell
1/02,0051,元大-內湖民權,9867,4,0,4,4.21,4,buy
1/02,0051,群益金鼎-新店,0039003100380046,0,5,-5,5.26,4,sell
1/02,0051,國泰證券,8880,4,0,4,4.21,5,buy
1/02,0051,國泰-台中,8882,1,5,-4,4.21,5,sell
1/02,0051,元大-北三重,0039003800390056,3,0,3,3.16,6,buy
1/02,0051,永全-八德,6452,0,4,-4,4.21,6,sell
1/02,0051,富邦-新竹,9647,2,0,2,2.11,7,buy
1/02,0051,國泰-桃園,8885,2,5,-3,3.16,7,sell
1/02,0051,凱基-中港,9202,1,0,1,1.05,8,buy
1/02,0051,台新-台南,8159,0,3,-3,3.16,8,sell
1/02,0051,凱基-和平,9255,1,0,1,1.05,9,buy
1/02,0051,(牛牛牛)亞-鑫豐,0036003000310064,0,3,-3,3.16,9,sell
1/02,0051,富邦-三峽,003900360032004a,1,0,1,1.05,10,buy
1/02,0051,元大-北投,0039003800390041,0,2,-2,2.11,10,sell
1/02,0051,元大-忠孝,9871,1,0,1,1.05,11,buy
1/02,0051,新光,8560,0,2,-2,2.11,11,sell
1/02,0051,元大-桃園,0039003800380042,1,0,1,1.05,12,buy
1/02,0051,土銀,1030,0,2,-2,2.11,12,sell
1/02,0051,凱基,9200,1,0,1,1.05,13,buy
1/02,0051,口袋證券,6620,0,2,-2,2.11,13,sell
1/02,0051,康和-板橋,0038003400350044,0,0,0,0.0,14,buy
1/02,0051,凱基-新豐,9266,0,2,-2,2.11,14,sell
1/02,0051,中國信託-忠孝,6162,0,0,0,0.0,15,buy
1/02,0051,元大-豐原,9838,0,2,-2,2.11,15,sell
1/02,0052,富邦證券,9600,5940,1195,4745,10.19,1,buy
1/02,0052,凱基-台北,9268,1880,8330,-6450,13.85,1,sell
1/02,0052,元富,5920,2629,497,2132,4.58,2,buy
1/02,0052,元大證券,9800,4857,9945,-5088,10.92,2,sell
1/02,0052,凱基,9200,547,8,539,1.16,3,buy
1/02,0052,摩根大通,8440,0,1001,-1001,2.15,3,sell
1/02,0052,新加坡商瑞銀,1650,798,436,362,0.78,4,buy
1/02,0052,群益金鼎,9100,185,1091,-906,1.95,4,sell
1/02,0052,國票-安和,003700370039005a,353,20,333,0.71,5,buy
1/02,0052,玉山證券,8840,70,285,-215,0.46,5,sell
1/02,0052,永豐金-忠孝,0039004100390044,338,47,291,0.62,6,buy
1/02,0052,元大-鑫永和,9888,4,218,-214,0.46,6,sell
1/02,0052,國泰證券,8880,237,19,218,0.47,7,buy
1/02,0052,永豐金證券,0039004100300030,1542,1747,-205,0.44,7,sell
1/02,0052,元大-大里,0039003800310067,234,21,213,0.46,8,buy
1/02,0052,陽信,8710,2,190,-188,0.4,8,sell
1/02,0052,群益金鼎-永和,003900310038004a,224,11,213,0.46,9,buy
1/02,0052,新百王,6210,22,209,-187,0.4,9,sell
1/02,0052,富邦-板橋,9655,301,99,202,0.43,10,buy
1/02,0052,台新-台南,8159,76,260,-184,0.4,10,sell
1/02,0052,聯邦商銀,8580,201,1,200,0.43,11,buy
1/02,0052,國泰-敦南,8888,1042,1211,-169,0.36,11,sell
1/02,0052,元大-豐原站前,0039003800390057,187,4,183,0.39,12,buy
1/02,0052,華南永昌-竹北,9339,28,194,-166,0.36,12,sell
1/02,0052,中國信託-永康,6163,205,38,167,0.36,13,buy
1/02,0052,中國信託,6160,90,252,-162,0.35,13,sell
1/02,0052,大展,5050,166,0,166,0.36,14,buy
1/02,0052,國泰-忠孝,8887,44,199,-155,0.33,14,sell
1/02,0052,永豐金-內湖,0039004100390067,161,0,161,0.35,15,buy
1/02,0052,永豐金-竹北,0039004100390050,39,185,-146,0.31,15,sell
1/02,0053,中國信託,6160,9,0,9,26.47,1,buy
1/02,0053,中國信託-忠孝,6162,0,10,-10,29.41,1,sell
1/02,0053,元大證券,9800,8,4,4,11.76,2,buy
1/02,0053,國泰-台中,8882,0,5,-5,14.71,2,sell
1/02,0053,玉山-嘉義,8848,3,0,3,8.82,3,buy
1/02,0053,國泰-敦南,8888,0,1,-1,2.94,3,sell
1/02,0053,合庫-台中,1021,3,0,3,8.82,4,buy
1/02,0053,第一金-高雄,5383,0,1,-1,2.94,4,sell
1/02,0053,新光,8560,1,0,1,2.94,5,buy
1/02,0053,中國信託-文心,6164,0,1,-1,2.94,5,sell
1/02,0053,元富-成功,003500390032006d,1,0,1,2.94,6,buy
1/02,0053,凱基-信義,9216,0,1,-1,2.94,6,sell
1/02,0053,元大-新莊,9898,1,0,1,2.94,7,buy
1/02,0053,凱基-城中,9227,0,1,-1,2.94,7,sell
1/02,0053,永豐金證券,0039004100300030,1,0,1,2.94,8,buy
1/02,0053,華南永昌,9300,0,1,-1,2.94,8,sell
1/02,0053,康和-板橋,0038003400350044,1,0,1,2.94,9,buy
1/02,0053,富邦-竹東,9625,0,1,-1,2.94,9,sell
1/02,0053,國泰-台南,8884,0,0,0,0.0,10,buy
1/02,0053,群益金鼎-屏東,0039003100330048,0,1,-1,2.94,10,sell
1/02,0053,永豐金-敦南,0039004100380046,0,0,0,0.0,11,buy
1/02,0053,元大-三峽,0039003800310041,0,1,-1,2.94,11,sell
1/02,0053,富邦-台北,9623,0,0,0,0.0,12,buy
1/02,0053,元大-中壢,9834,0,0,0,0.0,12,sell
1/02,0053,凱基-和平,9255,0,0,0,0.0,13,buy
1/02,0053,大昌,6460,0,0,0,0.0,13,sell
1/02,0053,凱基,9200,0,0,0,0.0,14,buy
1/02,0053,元富-永和,0035003900320042,0,0,0,0.0,14,sell
1/02,0053,永豐金-新莊,0039004100390048,0,0,0,0.0,15,buy
