date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
12/26,0050,永豐金證券,0039004100300030,16326,1374,14952,21.11,1,buy
12/26,0050,國泰-敦南,8888,1248,4234,-2986,4.22,1,sell
12/26,0050,元大證券,9800,11876,3461,8415,11.88,2,buy
12/26,0050,宏遠證券,1260,25,1887,-1862,2.63,2,sell
12/26,0050,凱基-雙和,0039003200300043,4673,18,4655,6.57,3,buy
12/26,0050,兆豐證券,7000,9,758,-749,1.06,3,sell
12/26,0050,凱基-台北,9268,4371,691,3680,5.2,4,buy
12/26,0050,國泰-板橋,003800380038004b,159,854,-695,0.98,4,sell
12/26,0050,國泰證券,8880,3275,55,3220,4.55,5,buy
12/26,0050,國泰-台中,8882,150,687,-537,0.76,5,sell
12/26,0050,新加坡商瑞銀,1650,2483,0,2483,3.51,6,buy
12/26,0050,國泰-桃園,8885,109,643,-534,0.75,6,sell
12/26,0050,富邦證券,9600,1973,308,1665,2.35,7,buy
12/26,0050,台新-高雄,0038003100350041,52,517,-465,0.66,7,sell
12/26,0050,花旗環球,1590,1435,0,1435,2.03,8,buy
12/26,0050,新光,8560,274,703,-429,0.61,8,sell
12/26,0050,凱基,9200,912,3,909,1.28,9,buy
12/26,0050,國泰-台南,8884,117,517,-400,0.56,9,sell
12/26,0050,中國信託,6160,782,496,286,0.4,10,buy
12/26,0050,國泰-館前,0038003800380041,309,653,-344,0.49,10,sell
12/26,0050,元富,5920,501,230,271,0.38,11,buy
12/26,0050,新光-新竹,8563,63,380,-317,0.45,11,sell
12/26,0050,群益金鼎,9100,262,50,212,0.3,12,buy
12/26,0050,新光-台中,8561,136,449,-313,0.44,12,sell
12/26,0050,合庫證券,1020,226,95,131,0.18,13,buy
12/26,0050,富邦-彰化,0039003600350055,12,322,-310,0.44,13,sell
12/26,0050,元大-大甲,0039003800390055,184,66,118,0.17,14,buy
12/26,0050,國泰-新莊,8886,25,311,-286,0.4,14,sell
12/26,0050,玉山-台南,8847,253,143,110,0.16,15,buy
12/26,0050,臺銀,1040,119,395,-276,0.39,15,sell
12/26,0051,元大證券,9800,8,1,7,18.92,1,buy
12/26,0051,元大-大灣,9815,0,6,-6,16.22,1,sell
12/26,0051,國泰證券,8880,7,0,7,18.92,2,buy
12/26,0051,國泰-敦南,8888,1,6,-5,13.51,2,sell
12/26,0051,中國信託,6160,6,0,6,16.22,3,buy
12/26,0051,中國信託-新竹,6165,0,3,-3,8.11,3,sell
12/26,0051,永豐金證券,0039004100300030,3,0,3,8.11,4,buy
12/26,0051,玉山-台中,0038003800340042,0,1,-1,2.7,4,sell
12/26,0051,國泰-松江,8883,2,0,2,5.41,5,buy
12/26,0051,玉山-數位,003800380034004d,0,1,-1,2.7,5,sell
12/26,0051,富邦-中壢,9636,2,0,2,5.41,6,buy
12/26,0051,土銀,1030,0,1,-1,2.7,6,sell
12/26,0051,凱基,9200,1,0,1,2.7,7,buy
12/26,0051,元富-西松,003500390032006e,0,1,-1,2.7,7,sell
12/26,0051,元大-竹科,003900380030004b,1,0,1,2.7,8,buy
12/26,0051,台新證券,8150,0,1,-1,2.7,8,sell
12/26,0051,群益金鼎,9100,0,0,0,0.0,9,buy
12/26,0051,凱基-台北,9268,0,1,-1,2.7,9,sell
12/26,0051,玉山-嘉義,8848,0,0,0,0.0,10,buy
12/26,0051,元大-頭份,0039003800330055,0,1,-1,2.7,10,sell
12/26,0051,永豐金-復興,003900410039005a,0,0,0,0.0,11,buy
12/26,0051,元大-三民,0039003800390046,0,1,-1,2.7,11,sell
12/26,0051,玉山證券,8840,0,0,0,0.0,12,buy
12/26,0051,永豐金-敦北,0039004100380039,0,1,-1,2.7,12,sell
12/26,0051,口袋證券,6620,0,0,0,0.0,13,buy
12/26,0051,國泰-台中,8882,3,4,-1,2.7,13,sell
12/26,0051,統一-台中,5856,0,0,0,0.0,14,buy
12/26,0051,元富-城中,0035003900320045,0,1,-1,2.7,14,sell
12/26,0051,統一-東湖,0035003800350052,0,0,0,0.0,15,buy
12/26,0051,元大-南投,0039003800310044,0,1,-1,2.7,15,sell
12/26,0052,元大證券,9800,7927,489,7438,28.16,1,buy
12/26,0052,國泰-敦南,8888,326,1469,-1143,4.33,1,sell
12/26,0052,凱基-台北,9268,3349,29,3320,12.57,2,buy
12/26,0052,國泰-板橋,003800380038004b,88,657,-569,2.15,2,sell
12/26,0052,富邦證券,9600,2650,11,2639,9.99,3,buy
12/26,0052,國泰-台中,8882,81,485,-404,1.53,3,sell
12/26,0052,中國信託,6160,966,150,816,3.09,4,buy
12/26,0052,華南永昌-鶯歌,9319,3,249,-246,0.93,4,sell
12/26,0052,永豐金證券,0039004100300030,887,627,260,0.98,5,buy
12/26,0052,臺銀-臺南,1042,10,248,-238,0.9,5,sell
12/26,0052,國泰證券,8880,199,25,174,0.66,6,buy
12/26,0052,元大-旗山,003900380031006e,0,214,-214,0.81,6,sell
12/26,0052,元大-大天母,9893,162,13,149,0.56,7,buy
12/26,0052,元大-三峽,0039003800310041,7,214,-207,0.78,7,sell
12/26,0052,元大-中壢,9834,161,50,111,0.42,8,buy
12/26,0052,元大-大里,0039003800310067,20,220,-200,0.76,8,sell
12/26,0052,元富-林園,5927,97,6,91,0.34,9,buy
12/26,0052,元大-虎尾,003900380030006c,3,164,-161,0.61,9,sell
12/26,0052,兆豐-南京,0037003000300050,90,0,90,0.34,10,buy
12/26,0052,國泰-桃園,8885,19,163,-144,0.55,10,sell
12/26,0052,群益金鼎-東門,0039003100380044,93,11,82,0.31,11,buy
12/26,0052,兆豐-內湖,0037003000300071,1,127,-126,0.48,11,sell
12/26,0052,華南永昌-基隆,9322,116,36,80,0.3,12,buy
12/26,0052,兆豐-小港,0037003000300052,0,120,-120,0.45,12,sell
12/26,0052,康和-台中,8455,103,25,78,0.3,13,buy
12/26,0052,富邦-斗六,0039003600320047,6,123,-117,0.44,13,sell
12/26,0052,群益金鼎-敦南,9101,136,60,76,0.29,14,buy
12/26,0052,新光-台中,8561,47,161,-114,0.43,14,sell
12/26,0052,元大-員林,9889,102,29,73,0.28,15,buy
12/26,0052,華南永昌-南京,9326,10,119,-109,0.41,15,sell
12/26,0053,元大證券,9800,12,0,12,52.17,1,buy
12/26,0053,元大-大灣,9815,0,6,-6,26.09,1,sell
12/26,0053,國泰-館前,0038003800380041,1,0,1,4.35,2,buy
12/26,0053,元大-八德,9813,0,2,-2,8.7,2,sell
12/26,0053,元大-竹科,003900380030004b,1,0,1,4.35,3,buy
12/26,0053,華南永昌-桃園,9352,0,1,-1,4.35,3,sell
12/26,0053,群益金鼎-天母,0039003100380050,1,0,1,4.35,4,buy
12/26,0053,國泰-桃園,8885,0,1,-1,4.35,4,sell
12/26,0053,元大-新盛,9869,1,0,1,4.35,5,buy
12/26,0053,中國信託,6160,1,2,-1,4.35,5,sell
12/26,0053,國泰-松江,8883,0,0,0,0.0,6,buy
12/26,0053,國泰-忠孝,8887,0,1,-1,4.35,6,sell
12/26,0053,永豐金-台中,003900410039004c,0,0,0,0.0,7,buy
12/26,0053,國泰-板橋,003800380038004b,0,1,-1,4.35,7,sell
12/26,0053,國泰-敦南,8888,0,0,0,0.0,8,buy
12/26,0053,元大-福營,0039003800310046,0,1,-1,4.35,8,sell
12/26,0053,玉山-數位,003800380034004d,0,0,0,0.0,9,buy
12/26,0053,元大-金門,003900380031004e,0,1,-1,4.35,9,sell
12/26,0053,玉山證券,8840,0,0,0,0.0,10,buy
12/26,0053,群益金鼎-屏東,0039003100330048,1,1,0,0.0,10,sell
12/26,0053,凱基,9200,0,0,0,0.0,11,buy
12/26,0053,群益金鼎-東門,0039003100380044,0,0,0,0.0,11,sell
12/26,0053,凱基-竹科,9272,0,0,0,0.0,12,buy
12/26,0053,玉山-台中,0038003800340042,0,0,0,0.0,12,sell
12/26,0053,國泰證券,8880,1,1,0,0.0,13,buy
12/26,0053,凱基-三多,9275,0,0,0,0.0,13,sell
12/26,0053,玉山-左營,0038003800340044,0,0,0,0.0,14,buy
12/26,0053,凱基-站前,0039003200300046,0,0,0,0.0,14,sell
12/26,0053,富邦-岡山,9616,0,0,0,0.0,15,buy
12/26,0053,凱基-員林,9231,0,0,0,0.0,15,sell
12/26,0055,元大證券,9800,73,7,66,26.19,1,buy
12/26,0055,新光-台中,8561,0,55,-55,21.83,1,sell
12/26,0055,玉山-高雄,8843,16,0,16,6.35,2,buy
12/26,0055,玉山-信義,0038003800340043,0,39,-39,15.48,2,sell
12/26,0055,永豐金證券,0039004100300030,21,5,16,6.35,3,buy
12/26,0055,亞東-台南,2185,0,25,-25,9.92,3,sell
12/26,0055,凱基-台北,9268,25,12,13,5.16,4,buy
12/26,0055,亞東-高雄,2186,0,10,-10,3.97,4,sell
12/26,0055,富邦證券,9600,8,0,8,3.17,5,buy
12/26,0055,元大-大雅,0039003800330069,0,10,-10,3.97,5,sell
12/26,0055,富邦-羅東,9634,7,0,7,2.78,6,buy
12/26,0055,富邦-新竹,9647,0,10,-10,3.97,6,sell
12/26,0055,美林,1440,6,0,6,2.38,7,buy
12/26,0055,元大-崇德,0039003800310053,0,7,-7,2.78,7,sell
12/26,0055,凱基-站前,0039003200300046,6,0,6,2.38,8,buy
12/26,0055,國泰-敦南,8888,6,12,-6,2.38,8,sell
12/26,0055,國泰證券,8880,7,2,5,1.98,9,buy
12/26,0055,元富,5920,1,7,-6,2.38,9,sell
12/26,0055,元富-高雄,5921,5,0,5,1.98,10,buy
12/26,0055,富邦-台北,9623,0,6,-6,2.38,10,sell
